currency,risk,ticker,weight
EUR,2.0,EZA,0.0
EUR,2.0,FXE,0.0
EUR,2.0,FXI,0.0
EUR,2.0,GLD,0.0828536678784894
EUR,2.0,IBB,0.005705890076337133
EUR,2.0,IGE,0.0
EUR,2.0,ILF,0.0
EUR,2.0,IXP,0.0
EUR,2.0,IYF,0.0
EUR,2.0,IYR,0.0
EUR,2.0,IYT,0.0
EUR,2.0,LQD,0.0
EUR,2.0,PA=F,0.0025714013387686265
EUR,2.0,PBW,-0.03763057232521349
EUR,2.0,PEJ,0.0
EUR,2.0,PFM,0.0
EUR,2.0,RTH,0.04663333241129408
EUR,2.0,SI=F,0.0
EUR,2.0,SMH,0.05861101142214175
EUR,2.0,TLT,0.009309592272658193
EUR,2.0,VDC,0.026499337579318303
EUR,2.0,VOX,0.0
EUR,2.0,VPU,0.008935765767316625
EUR,2.0,VWO,-0.04418163888153168
EUR,2.0,XLB,0.0
EUR,2.0,XLV,0.0
EUR,2.0,^BSESN,0.019044705376126677
EUR,2.0,^HSI,0.0
EUR,2.0,EUR,0.47934469987260125
EUR,2.0,SGD,0.0
EUR,2.0,USD,-0.08681777430615199
EUR,3.0,399001.SZ,0.03561060034913088
EUR,3.0,AGG,0.0
EUR,3.0,BBH,0.013162682514259913
EUR,3.0,DBC,-0.013735065685706982
EUR,3.0,EPP,0.0
EUR,3.0,EWC,0.0
EUR,3.0,EWH,0.011673559209615065
EUR,3.0,EWJ,-0.02495337391373395
EUR,3.0,EWK,-0.020772853452807615
EUR,3.0,EWL,0.0
EUR,3.0,EWM,0.0
EUR,3.0,EWN,0.0
EUR,3.0,EWO,0.0
EUR,3.0,EWP,0.03719930197970007
EUR,3.0,EWS,0.0
EUR,3.0,EWT,0.0
EUR,3.0,EWW,0.0
EUR,3.0,EWY,0.0
EUR,3.0,EZA,0.0
EUR,3.0,FXE,0.0
EUR,3.0,FXI,0.0
EUR,3.0,GLD,0.1434102132050441
EUR,3.0,IBB,0.014138284365365355
EUR,3.0,IGE,0.0
EUR,3.0,ILF,0.0
EUR,3.0,IXJ,0.0
EUR,3.0,IXP,0.0
EUR,3.0,IYC,0.04488767455479697
EUR,3.0,IYF,0.0
EUR,3.0,IYR,0.0
EUR,3.0,IYT,0.0
EUR,3.0,LQD,0.0
EUR,3.0,PA=F,0.004917011026460447
EUR,3.0,PBW,-0.06670355399150783
EUR,3.0,PEJ,0.0
EUR,3.0,PFM,0.0
EUR,3.0,SI=F,0.0
EUR,3.0,SMH,0.10729222180752748
EUR,3.0,TLT,0.017212054435195783
EUR,3.0,VDC,0.08066951576147156
EUR,3.0,VOX,0.0
EUR,3.0,VPU,0.011960836101236402
EUR,3.0,VWO,-0.07388414223369139
EUR,3.0,XLB,0.0
EUR,3.0,^BSESN,0.030923558403075625
EUR,3.0,^HSI,0.0
EUR,3.0,EUR,0.09930512862391386
EUR,3.0,SGD,0.0
EUR,3.0,USD,-0.14758836838575876
EUR,4.0,399001.SZ,0.04408488275915603
EUR,4.0,AGG,0.0
EUR,4.0,BBH,0.018154073662083672
EUR,4.0,DBC,-0.019097107132796755
EUR,4.0,EPP,0.0
EUR,4.0,EWC,0.0
EUR,4.0,EWH,0.0
EUR,4.0,EWJ,-0.024876049634940816
EUR,4.0,EWK,-0.006917329421902688
EUR,4.0,EWL,0.0
EUR,4.0,EWM,0.0
EUR,4.0,EWN,0.0
EUR,4.0,EWO,0.0
EUR,4.0,EWP,0.03806805021454127
EUR,4.0,EWS,0.0
EUR,4.0,EWT,0.0
EUR,4.0,EWW,0.0
EUR,4.0,EWY,0.0
EUR,4.0,EZA,0.0
EUR,4.0,FXE,0.0
EUR,4.0,FXI,0.0
EUR,4.0,GLD,0.18293206623218367
EUR,4.0,IBB,0.01402253604434378
EUR,4.0,IGE,0.0
EUR,4.0,ILCB,0.0
EUR,4.0,ILF,0.0
EUR,4.0,IXJ,0.0
EUR,4.0,IXP,0.0
EUR,4.0,IYC,0.04828667112976575
EUR,4.0,IYG,0.0
EUR,4.0,IYR,0.0
EUR,4.0,IYT,0.0
EUR,4.0,LQD,0.0
EUR,4.0,PA=F,0.0070903077656881645
EUR,4.0,PBW,-0.08446857898398777
EUR,4.0,PEJ,0.0
EUR,4.0,SI=F,0.0
EUR,4.0,SMH,0.1369064080698406
EUR,4.0,TLT,0.014708020561716698
EUR,4.0,VDC,0.093874142451518
EUR,4.0,VOX,0.0
EUR,4.0,VPU,0.013845960446590554
EUR,4.0,VWO,-0.07342820406048808
EUR,4.0,XLB,0.0
EUR,4.0,^BSESN,0.03171471723145227
EUR,4.0,^HSI,0.0
EUR,4.0,EUR,0.0
EUR,4.0,SGD,0.0
EUR,4.0,USD,-0.14752489419700354
EUR,5.0,399001.SZ,0.04787216612074943
EUR,5.0,AGG,0.0
EUR,5.0,BBH,0.02395634956872375
EUR,5.0,DBC,-0.02552462280922917
EUR,5.0,EPP,0.0
EUR,5.0,EWC,0.0
EUR,5.0,EWH,0.0
EUR,5.0,EWJ,-0.014478684346272351
EUR,5.0,EWK,0.0
EUR,5.0,EWL,0.0
EUR,5.0,EWM,0.0
EUR,5.0,EWN,0.0
EUR,5.0,EWO,0.0
EUR,5.0,EWP,0.03744453339701188
EUR,5.0,EWS,0.0
EUR,5.0,EWT,0.0
EUR,5.0,EWW,0.0
EUR,5.0,EWY,0.0
EUR,5.0,EZA,0.0
EUR,5.0,FXE,0.0
EUR,5.0,FXI,0.0
EUR,5.0,GLD,0.2256184586749907
EUR,5.0,IBB,0.010614237573261213
EUR,5.0,IGE,0.0
EUR,5.0,ILCB,0.0
EUR,5.0,ILF,0.0
EUR,5.0,IXJ,0.0
EUR,5.0,IXP,0.0
EUR,5.0,IYC,0.04110216990225983
EUR,5.0,IYG,0.0
EUR,5.0,IYR,0.0
EUR,5.0,IYT,0.0
EUR,5.0,LQD,0.0
EUR,5.0,PA=F,0.010352586261006307
EUR,5.0,PBW,-0.10098990344882339
EUR,5.0,PEJ,0.0
EUR,5.0,SI=F,0.0
EUR,5.0,SMH,0.16840864935216182
EUR,5.0,TLT,0.0
EUR,5.0,VDC,0.0988207285852278
EUR,5.0,VOX,0.0
EUR,5.0,VPU,0.015843412087667066
EUR,5.0,VWO,-0.05734588185251592
EUR,5.0,XLB,0.0
EUR,5.0,^BSESN,0.022637317191486265
EUR,5.0,^HSI,0.0
EUR,5.0,EUR,0.0
EUR,5.0,SGD,0.0
EUR,5.0,USD,-0.09899029882861309
EUR,6.0,399001.SZ,0.05119425438413919
EUR,6.0,AGG,0.0
EUR,6.0,BBH,0.031057354707386006
EUR,6.0,DBC,-0.028972467717291183
EUR,6.0,DVY,0.0
EUR,6.0,EPP,0.0
EUR,6.0,EWC,0.0
EUR,6.0,EWH,0.0
EUR,6.0,EWJ,0.0
EUR,6.0,EWK,0.0
EUR,6.0,EWL,0.0
EUR,6.0,EWM,0.0
EUR,6.0,EWN,0.0
EUR,6.0,EWO,0.0
