Date,Close
2020-09-28 00:00:00-05:00,0.0008799999952316285
2020-09-29 00:00:00-05:00,0.0008500000089406968
2020-09-30 00:00:00-05:00,0.0008500000089406968
2020-10-01 00:00:00-05:00,0.0008299999684095383
2020-10-02 00:00:00-05:00,0.0008500000089406968
2020-10-05 00:00:00-05:00,0.0008500000089406968
2020-10-06 00:00:00-05:00,0.0008799999952316285
2020-10-07 00:00:00-05:00,0.0008799999952316285
2020-10-08 00:00:00-05:00,0.0008799999952316285
2020-10-09 00:00:00-05:00,0.0009300000220537186
2020-10-12 00:00:00-05:00,0.0009000000357627869
2020-10-13 00:00:00-05:00,0.0009300000220537186
2020-10-14 00:00:00-05:00,0.0010000000149011613
2020-10-15 00:00:00-05:00,0.000949999988079071
2020-10-16 00:00:00-05:00,0.0009000000357627869
2020-10-19 00:00:00-05:00,0.0009000000357627869
2020-10-20 00:00:00-05:00,0.000949999988079071
2020-10-21 00:00:00-05:00,0.0009000000357627869
2020-10-22 00:00:00-05:00,0.0008500000089406968
2020-10-23 00:00:00-05:00,0.0008299999684095383
2020-10-26 00:00:00-05:00,0.0007999999821186065
2020-10-27 00:00:00-05:00,0.0009000000357627869
2020-10-28 00:00:00-05:00,0.0009000000357627869
2020-10-29 00:00:00-05:00,0.0008299999684095383
2020-10-30 00:00:00-05:00,0.0008299999684095383
2020-11-02 00:00:00-06:00,0.0008299999684095383
2020-11-03 00:00:00-06:00,0.0009000000357627869
2020-11-04 00:00:00-06:00,0.0008299999684095383
2020-11-05 00:00:00-06:00,0.0008500000089406968
2020-11-06 00:00:00-06:00,0.0008299999684095383
2020-11-09 00:00:00-06:00,0.0008799999952316285
2020-11-10 00:00:00-06:00,0.0009000000357627869
2020-11-11 00:00:00-06:00,0.0009000000357627869
2020-11-12 00:00:00-06:00,0.0008500000089406968
2020-11-13 00:00:00-06:00,0.0008299999684095383
2020-11-16 00:00:00-06:00,0.0007500000298023224
2020-11-17 00:00:00-06:00,0.0007999999821186065
