Date,ADA-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,TRX-USD,XRP-USD
2021-04-01,1.3524490594863892,624.08056640625,57750.17578125,0.3375610113143921,2773.20703125,0.1322290003299713,1.5916739702224731
2021-05-01,1.742777943611145,354.329345703125,37332.85546875,0.3258099853992462,2714.9453125,0.07692000269889832,1.0465840101242065
2021-06-01,1.383471965789795,303.2958679199219,35040.8359375,0.2542150020599365,2274.547607421875,0.0681459978222847,0.7063739895820618
2021-07-01,1.3223450183868408,333.5495910644531,41626.1953125,0.20831400156021118,2536.2099609375,0.06409499794244766,0.7477859854698181
2021-08-01,2.772475004196167,464.4187316894531,47166.6875,0.27845299243927,3433.732666015625,0.08881200104951859,1.1875929832458496
2021-09-01,2.1144518852233887,387.0573425292969,43790.89453125,0.204244002699852,3001.678955078125,0.08942600339651108,0.9526360034942627
2021-10-01,1.9650260210037231,524.3644409179688,61318.95703125,0.28024399280548096,4288.07421875,0.10152699798345566,1.113247036933899
2021-11-01,1.5549030303955078,622.6698608398438,57005.42578125,0.21471500396728516,4631.47900390625,0.09661000221967697,0.9987540245056152
2021-12-01,1.310209035873413,511.70831298828125,46306.4453125,0.17049600183963776,3682.6328125,0.07539699971675873,0.8311629891395569
2022-01-01,1.0523029565811157,375.2773132324219,38483.125,0.1418049931526184,2688.27880859375,0.059140998870134354,0.6191490292549133
2022-02-01,0.9598280191421509,395.6124267578125,43193.234375,0.13315600156784058,2919.201171875,0.06174900010228157,0.782043993473053
2022-03-01,1.1418509483337402,428.9161071777344,45538.67578125,0.13782599568367004,3281.642822265625,0.07387600094079971,0.8145639896392822
2022-04-01,0.756659984588623,377.767822265625,37714.875,0.12755699455738068,2730.186767578125,0.06276699900627136,0.5870910286903381
2022-05-01,0.6252539753913879,320.485107421875,31792.310546875,0.08586499840021133,1942.3280029296875,0.08419100195169449,0.4218670129776001
2022-06-01,0.4588490128517151,219.3000946044922,19784.7265625,0.06608600169420242,1067.298828125,0.06475500017404556,0.3314479887485504
2022-07-01,0.5170199871063232,283.5794677734375,23336.896484375,0.06827200204133987,1681.517333984375,0.06894300132989883,0.3804579973220825
2022-08-01,0.4466649889945984,279.23809814453125,20049.763671875,0.061330001801252365,1553.6849365234375,0.06340699642896652,0.3278700113296509
2022-09-01,0.43441399931907654,284.1922912597656,19431.7890625,0.06165299937129021,1327.9786376953125,0.061014000326395035,0.47977399826049805
2022-10-01,0.4063360095024109,326.3607177734375,20495.7734375,0.1270260065793991,1572.7144775390625,0.0633080005645752,0.4659149944782257
2022-11-01,0.3188830018043518,300.7943420410156,17168.56640625,0.10685999691486359,1295.6885986328125,0.054625000804662704,0.4087429940700531
2022-12-01,0.2464659959077835,246.3491973876953,16547.49609375,0.07029400020837784,1196.771240234375,0.054499998688697815,0.3399290144443512
2023-01-01,0.3909260034561157,312.3610534667969,23139.283203125,0.09616699814796448,1586.535400390625,0.062219999730587006,0.4063889980316162
2023-02-01,0.3524540066719055,301.4748229980469,23147.353515625,0.08074899762868881,1605.8951416015625,0.06901100277900696,0.3771499991416931
2023-03-01,0.39892300963401794,317.0400085449219,28478.484375,0.07703500241041183,1822.0220947265625,0.06561599671840668,0.5384920239448547
2023-04-01,0.39735400676727295,337.6455383300781,29268.806640625,0.07976900041103363,1876.92431640625,0.06734299659729004,0.4723320007324219
2023-05-01,0.3744029998779297,306.86669921875,27219.658203125,0.07165999710559845,1874.1304931640625,0.07528200000524521,0.5173860192298889
2023-06-01,0.2869560122489929,240.36978149414062,30477.251953125,0.06647899746894836,1933.18896484375,0.07620500028133392,0.4740369915962219
2023-07-01,0.30748799443244934,241.1206512451172,29230.111328125,0.07781799882650375,1856.162353515625,0.0779770016670227,0.6985210180282593
2023-08-01,0.2553730010986328,216.59779357910156,25931.47265625,0.06378500163555145,1645.63916015625,0.07671400159597397,0.510798990726471
2023-09-01,0.2540470063686371,214.82130432128906,26967.916015625,0.06214100122451782,1671.161865234375,0.08868400007486343,0.515404999256134
2023-10-01,0.2931070029735565,226.43994140625,34667.78125,0.06827700138092041,1816.458984375,0.09717299789190292,0.6002820134162903
