Date,USDAUD=X,USDBRL=X,USDCAD=X,USDCNH=X,USDCNY=X,USDEUR=X,USDGBP=X,USDHKD=X,USDINR=X,USDJPY=X,USDSGD=X
2020-10-01,1.4209389686584473,5.7778000831604,1.331529974937439,,6.714000225067139,0.8564000129699707,0.7722600102424622,7.751430034637451,74.26399993896484,104.55400085449219,1.3660900592803955
2020-11-01,1.3513000011444092,5.34250020980835,1.298259973526001,,6.576000213623047,0.835319995880127,0.7500799894332886,7.750470161437988,73.94090270996094,104.08200073242188,1.3375300168991089
2020-12-01,1.300510048866272,5.190838813781738,1.2750699520111084,,6.522200107574463,0.8130149841308594,0.7336400151252747,7.752180099487305,73.13400268554688,103.12100219726562,1.3229399919509888
2021-01-01,1.3082000017166138,5.4608001708984375,1.2776000499725342,,6.426599979400635,0.8237910270690918,0.7296069860458374,7.752900123596191,72.90660095214844,104.68000030517578,1.3280999660491943
2021-02-01,1.2706480026245117,5.597599983215332,1.2738699913024902,,6.47790002822876,0.8282529711723328,0.7178750038146973,7.755630016326904,73.59590148925781,106.52999877929688,1.3321000337600708
2021-03-01,1.3142679929733276,5.771599769592285,1.2620799541473389,,6.571000099182129,0.8529800176620483,0.7274500131607056,7.775199890136719,73.44529724121094,110.30500030517578,1.347059965133667
2021-04-01,1.2857400178909302,5.336400032043457,1.227620005607605,,6.471199989318848,0.8245999813079834,0.71670001745224,7.763329982757568,74.10579681396484,108.90399932861328,1.3253999948501587
2021-05-01,1.2970000505447388,5.23799991607666,1.2077800035476685,,6.367400169372559,0.8203399777412415,0.7052000164985657,7.761849880218506,72.39350128173828,109.90699768066406,1.3229999542236328
2021-06-01,1.3309199810028076,4.955100059509277,1.2396199703216553,,6.463099956512451,0.8402000069618225,0.7224000096321106,7.763299942016602,74.28759765625,110.53500366210938,1.3446999788284302
2021-07-01,1.3520640134811401,5.202600002288818,1.2435200214385986,,6.4604997634887695,0.8426160216331482,0.7192170023918152,7.7700300216674805,74.25199890136719,109.66999816894531,1.3533300161361694
2021-08-01,1.3715100288391113,5.1828999519348145,1.260890007019043,,6.465099811553955,0.8476799726486206,0.7267199754714966,7.787089824676514,73.41120147705078,109.94400024414062,1.3453099727630615
2021-09-01,1.3927580118179321,5.414299964904785,1.27538001537323,,6.469600200653076,0.8619499802589417,0.7447999715805054,7.784890174865723,74.3219985961914,111.93599700927734,1.3615399599075317
2021-10-01,1.3277390003204346,5.633699893951416,1.2386000156402588,,6.404699802398682,0.8649500012397766,0.730459988117218,7.776700019836426,74.79720306396484,113.83499908447266,1.3479199409484863
2021-11-01,1.3994230031967163,5.6006999015808105,1.273800015449524,,6.38700008392334,0.8854699730873108,0.7510300278663635,7.799530029296875,75.05490112304688,113.80400085449219,1.3683600425720215
2021-12-01,1.3793480396270752,5.570199966430664,1.274440050125122,,6.372099876403809,0.8830000162124634,0.7408300042152405,7.797560214996338,74.43119812011719,115.06300354003906,1.3519099950790405
2022-01-01,1.4289799928665161,5.362599849700928,1.2759100198745728,,6.35099983215332,0.8966699838638306,0.7460799813270569,7.79355001449585,75.03900146484375,115.26200103759766,1.3558900356292725
2022-02-01,1.3914999961853027,5.15939998626709,1.2755199670791626,,6.315999984741211,0.8943700194358826,0.747759997844696,7.8074798583984375,75.06800079345703,115.58499908447266,1.3590400218963623
2022-03-01,1.332800030708313,4.769700050354004,1.24822998046875,,6.346199989318848,0.8959100246429443,0.7610999941825867,7.82705020904541,75.82779693603516,122.02100372314453,1.3525300025939941
2022-04-01,1.4067000150680542,4.970300197601318,1.2746399641036987,,6.607500076293945,0.948199987411499,0.7952290177345276,7.84660005569458,76.58899688720703,129.6820068359375,1.3824100494384766
2022-05-01,1.3898149728775024,4.752399921417236,1.2655199766159058,,6.660299777984619,0.9282000064849854,0.7907000184059143,7.848189830780029,77.5208969116211,127.78399658203125,1.3666000366210938
2022-06-01,1.4533900022506714,5.1809000968933105,1.2883299589157104,,6.69980001449585,0.9572499990463257,0.8242800235748291,7.845990180969238,78.89830017089844,136.58900451660156,1.3926399946212769
2022-07-01,1.4284000396728516,5.17080020904541,1.2777700424194336,,6.743199825286865,0.9778000116348267,0.8210179805755615,7.84906005859375,79.57150268554688,133.22999572753906,1.3740299940109253
2022-08-01,1.458279013633728,5.1219000816345215,1.3089499473571777,,6.910799980163574,0.9975000023841858,0.8576499819755554,7.848899841308594,79.68229675292969,138.73399353027344,1.3976000547409058
2022-09-01,1.5353909730911255,5.396200180053711,1.3674499988555908,,7.123899936676025,1.0173399448394775,0.8952999711036682,7.849599838256836,81.48059844970703,144.43099975585938,1.431249976158142
2022-10-01,1.5621800422668457,5.28849983215332,1.3608100414276123,,7.251399993896484,1.004520058631897,0.8623700141906738,7.848740100860596,82.23919677734375,147.81199645996094,1.411829948425293
2022-11-01,1.496090054512024,5.268199920654297,1.3583600521087646,,7.15939998626709,0.9685699939727783,0.8370400071144104,7.8107500076293945,81.63089752197266,138.7449951171875,1.3753399848937988
2022-12-01,1.4690760374069214,5.282899856567383,1.356600046157837,,6.897299766540527,0.9320999979972839,0.8265150189399719,7.8130998611450195,82.739501953125,131.11000061035156,1.3401000499725342
2023-01-01,1.4168119430541992,5.1149001121521,1.338379979133606,,6.747799873352051,0.9215999841690063,0.8094800114631653,7.835130214691162,81.57990264892578,130.47900390625,1.3142000436782837
2023-02-01,1.4830189943313599,5.199699878692627,1.3573999404907227,,6.943900108337402,0.9423999786376953,0.8290799856185913,7.844900131225586,82.6520004272461,136.31700134277344,1.346500039100647
