Date,DIA,EEM,EFA,EWA,EWC,EWD,EWG,EWH,EWI,EWJ,EWM,EWP,EWS,EWU,GLD,IWM,LQD,MDY,QQQ,SPY,TIP,TLT,VTI,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2010-03-01,77.84973907470703,30.360572814941406,35.292152404785156,12.132882118225098,20.09328842163086,15.040596961975098,15.167398452758789,10.001194953918457,22.592124938964844,32.3087158203125,19.692983627319336,22.545923233032227,12.324094772338867,17.83913230895996,108.94999694824219,54.86835861206055,60.7328987121582,118.52867126464844,41.95625305175781,88.2849349975586,70.58189392089844,58.03792953491211,45.192256927490234,24.308002471923828,34.582115173339844,9.825662612915039,23.32016372680664,18.695966720581055,18.438879013061523,17.322551727294922,24.696304321289062,27.103029251098633
2010-04-01,79.06934356689453,30.310121536254883,34.30234909057617,11.844844818115234,20.32366180419922,15.715919494628906,14.834505081176758,9.614407539367676,20.758996963500977,32.15399169921875,20.249380111694336,21.147483825683594,12.870640754699707,17.455379486083984,115.36000061035156,58.12844467163086,61.8780632019043,123.81171417236328,42.94292449951172,90.01985168457031,72.05203247070312,59.933006286621094,46.36130905151367,24.411008834838867,36.1451416015625,9.9777193069458,24.396291732788086,18.990949630737305,18.31810188293457,17.936365127563477,23.814973831176758,28.791950225830078
2010-05-01,72.9311294555664,27.462921142578125,30.46296501159668,10.162108421325684,18.840604782104492,13.524099349975586,13.281011581420898,9.074132919311523,17.6872501373291,29.430639266967773,18.69822120666504,17.9235897064209,11.798977851867676,15.536605834960938,118.87999725341797,53.74751663208008,61.082191467285156,115.0777587890625,39.768428802490234,82.86738586425781,72.38713073730469,63.00948715209961,42.706634521484375,22.0841064453125,32.0063362121582,9.063916206359863,22.171646118164062,17.57007598876953,17.46949005126953,16.946447372436523,22.26482582092285,26.766101837158203
2010-06-01,70.50868225097656,26.900678634643555,29.321868896484375,9.59109115600586,17.904695510864258,13.524099349975586,12.975859642028809,9.067996978759766,17.092731475830078,28.471288681030273,19.28833770751953,16.989513397216797,12.045464515686035,14.736201286315918,121.68000030517578,49.585655212402344,63.08551025390625,107.23208618164062,37.24800491333008,78.20764923095703,73.05208587646484,66.66909790039062,40.018898010253906,20.374834060668945,29.97314453125,8.526750564575195,20.546220779418945,16.56328773498535,16.90595817565918,16.65182876586914,21.748117446899414,24.087013244628906
2010-07-01,75.67478942871094,30.03919219970703,33.29878616333008,10.995770454406738,19.321805953979492,15.79981517791748,14.590910911560059,9.963384628295898,20.521848678588867,30.016857147216797,20.881624221801758,21.70152473449707,13.327260971069336,17.171300888061523,115.48999786376953,52.74964904785156,64.42638397216797,114.8304214477539,40.10600280761719,83.9468002319336,73.05557250976562,66.06006622314453,43.03547286987305,23.09059715270996,32.631072998046875,9.101530075073242,22.800081253051758,17.860374450683594,18.015512466430664,18.083879470825195,22.145456314086914,26.08089828491211
2010-08-01,72.48728942871094,29.06690788269043,32.03507995605469,10.745749473571777,18.91594696044922,14.697219848632812,13.58488655090332,9.994638442993164,18.697406768798828,29.237606048583984,21.936771392822266,20.238998413085938,13.164862632751465,16.6915340423584,122.08000183105469,48.98366928100586,66.2723159790039,109.13674926757812,38.04859924316406,80.17081451416016,74.53585052490234,71.5903549194336,41.00802230834961,22.390897750854492,31.031042098999023,8.38998794555664,21.2193603515625,16.858173370361328,17.6816463470459,18.34588050842285,21.781143188476562,25.043973922729492
2010-09-01,78.35685729980469,32.484413146972656,35.2296142578125,12.113201141357422,20.31471061706543,17.550640106201172,15.477339744567871,11.338504791259766,21.138385772705078,30.82728385925293,23.383338928222656,22.350326538085938,14.312458992004395,18.253576278686523,127.91000366210938,54.94182205200195,66.58890533447266,121.19001007080078,42.96009826660156,86.8853759765625,75.23628234863281,69.80408477783203,44.657440185546875,23.64605140686035,33.9765625,8.878788948059082,23.545276641845703,18.756649017333984,18.616479873657227,18.685279846191406,23.633705139160156,27.715106964111328
2010-10-01,80.97138977050781,33.46394729614258,36.570281982421875,12.485682487487793,20.959735870361328,17.689977645874023,16.764774322509766,11.70728874206543,22.5350341796875,31.232492446899414,23.944950103759766,23.609413146972656,14.767166137695312,19.0234317779541,132.6199951171875,57.36464309692383,66.408203125,125.5528564453125,45.7898063659668,90.68746948242188,77.0236587524414,66.63430786132812,46.69614028930664,25.61408805847168,36.06895065307617,9.028960227966309,24.346179962158203,19.91204833984375,19.3477725982666,19.08148193359375,24.285045623779297,29.343772888183594
2010-11-01,80.20931243896484,32.49165725708008,34.806236267089844,12.000951766967773,21.25688362121582,17.187145233154297,15.850199699401855,11.807294845581055,19.01197052001953,32.01175308227539,23.179119110107422,19.007394790649414,14.464027404785156,18.030424118041992,135.4199981689453,59.36382293701172,65.33507537841797,129.27293395996094,45.710845947265625,90.68746948242188,75.64054870605469,65.54408264160156,46.93454360961914,25.901153564453125,38.18169021606445,8.966950416564941,24.671504974365234,19.584945678710938,19.04514503479004,18.50398063659668,23.583845138549805,30.084461212158203
2010-12-01,84.45625305175781,34.566837310791016,37.346473693847656,12.980621337890625,22.467214584350586,18.919788360595703,16.842159271240234,11.826045989990234,20.609926223754883,34.00664138793945,24.472524642944336,20.200504302978516,14.994522094726562,19.380475997924805,138.72000122070312,63.8436279296875,64.58662414550781,137.35496520996094,47.79059600830078,96.24396514892578,74.45653533935547,62.88657760620117,49.93379211425781,28.27118492126465,41.55479049682617,9.89093017578125,26.381338119506836,20.598953247070312,19.710914611816406,18.85289192199707,24.542150497436523,31.133024215698242
