Date,VTI
2023-07-01,222.08786010742188
2023-08-01,217.79879760742188
2023-09-01,206.58497619628906
2023-10-01,201.85617065429688
2023-11-01,220.8616180419922
2023-12-01,231.56015014648438
2024-01-01,235.1516571044922
2024-02-01,247.61167907714844
2024-03-01,254.7876739501953
2024-04-01,244.5762481689453
2024-05-01,256.21429443359375
2024-06-01,263.1695861816406
2024-07-01,269.0984802246094
2024-08-01,274.83447265625
2024-09-01,279.5536193847656
2024-10-01,278.30670166015625
2024-11-01,296.9541931152344
2024-12-01,287.0015869140625
2025-01-01,296.65826416015625
2025-02-01,291.0549011230469
2025-03-01,273.052734375
2025-04-01,271.998779296875
2025-05-01,289.0074462890625
2025-06-01,303.01513671875
2025-07-01,310.8900146484375
2025-08-01,318.20001220703125
2025-09-01,327.2099914550781
